7760,0
8029,1
8250,2
8550,3
8810,0
9080,2
9310,1
9660,3
9910,0
10160,2
10490,1
11210,3
11510,0
11790,2
12410,1
12750,3
13000,0
13280,2
13580,1
13900,3
14210,0
14500,2
14780,1
15080,3
15380,3
15670,2
15950,1
16260,0
16540,3
17190,2
17460,1
17780,3
18230,0
18630,2
18910,1
19240,3
19610,2
19880,0
20180,1
20410,2
20730,3
20990,0
21280,2
21580,1
21910,3
22230,0
22510,2
22780,1
23130,3
23460,0
23710,2
24100,1
24300,3
24630,0
24930,2
25180,1
25480,3
25780,0
26050,2
26310,1
26630,3
26930,0
27210,2
27530,1
27830,3
28150,0
28430,2
28860,1
29060,3
29310,0
29610,2
30030,1
30210,3
30500,0
30810,2
31130,1
31410,3
31730,0
32040,2
32340,1
32680,3
32980,0
33240,2
33580,1
33890,3
34240,2
34510,1
34930,0
35080,3
35460,1
35760,2
36160,0
36290,3
37190,3
37490,2
37800,1
38130,0
38410,0
38730,1
39010,2
39360,3
39670,0
39940,2
40240,1
40580,3
40990,0
41160,2
41480,1
41810,3
42190,0
42380,2
42740,1
43080,3
43390,2
43630,1
43960,0
44210,3
44490,1
44780,2
45110,0
45430,3
45760,1
46080,2
46380,0
46680,3
47090,1
47260,2
47660,0
47960,3
48310,1
48460,2
48790,0
49140,3
49430,1
49660,2
50010,3
50310,0
50600,2
50940,1
51270,3
51560,0
51830,2
52140,1
52460,3
52810,3
53690,2
53980,1
54290,0
54590,3
54890,1
55180,2
55490,0
55740,3
56080,1
56390,2
56730,0
57030,3
57330,1
57640,2
57990,0
58280,3
58560,1
58830,2
59280,0
59460,3
59760,1
60100,2
60530,0
60700,3
61000,1
61300,2
61600,0
61860,3
62130,1
62450,2
62800,0
63110,3
63430,1
63710,2
64030,0
64300,3
64600,2
64900,1
65540,0
65870,1
66140,2
66460,0
66730,3
66990,1
67310,2
67640,0
67930,3
68260,1
68540,2
68840,0
69180,1
69440,2
69780,3
70080,0
70360,2
70680,1
70990,3
71440,0
71610,2
71950,1
72280,3
72680,0
72830,2
73170,1
73470,3
73780,0
74040,2
74340,1
74640,3
74990,0
75280,2
75590,1
75930,3
76260,0
76540,2
76840,1
77140,3
77740,3
78060,2
78340,1
78690,0
78960,3
79530,2
79980,1
80160,3
80510,0
80830,2
81090,1
81390,3
81690,0
81980,2
82340,1
82460,3
82890,0
83180,2
83510,1
83640,3
83940,0
84280,2
84560,1
84860,3
85200,0
85470,2
85740,1
86080,3
86340,0
86640,2
87010,1
87160,3
87390,0
87610,2
87880,1
88410,3
88690,0
88980,2
89330,1
89580,3
89930,0
90180,2
90460,1
90760,3
91040,0
91340,2
91660,1
91960,3
92260,0
92530,2
92830,1
93110,3
93380,0
93680,2
93980,3
94260,1
94880,0
95130,2
95430,1
95840,3
96040,0
96610,2
96930,1
97240,3
97530,0
97790,2
98060,1
98390,3
98740,3
99080,2
99380,1
99680,0
99940,0
100280,1
100590,2
100940,3
101230,0
101510,2
101810,1
102140,3
102610,0
102730,2
103130,1
103440,3
103840,0
103980,2
104310,1
104630,3
104880,3
105210,0
105480,2
105780,1
106100,3
106350,0
106760,2
107030,1
107320,3
107590,0
107970,2
108170,1
108740,3
109060,0
109340,2
109640,1
109960,3
110260,0
110840,2
111180,3
111460,1
111780,0
112060,2
112390,1
112710,3
113010,0
113280,2
113610,1
113940,3
114280,0
114680,2
114980,1
115460,3
115890,0
116030,2
116330,1
116690,3
117010,0
117260,2
117880,3
118460,2
118730,0
119090,1
119430,3
119690,0
119960,2
120260,1
120960,3
121240,0
121530,2
122110,1
122680,3
123100,0
123250,2
123640,1
123940,3
124510,0
125090,2
125480,1
125660,3
126010,0
126330,2
126860,3
127140,0
127460,1
127710,2
128039,3
128330,2
128640,1
128960,0
129289,1
129729,3
129910,0
130440,2
130740,1
131039,3
131630,3
132190,2
132480,1
132780,0
133060,3
133340,1
133940,3
134530,2
134910,0
135140,3
135460,1
135740,2
136130,0
136280,3
136580,1
137180,3
137470,2
137740,1
138080,0
138330,0
138660,1
138930,2
139240,3
139810,3
140130,2
140380,1
140740,0
140990,3
141280,1
141590,2
141940,0
142210,3
142530,2
142810,1
143140,3
143440,0
143710,2
144040,1
144330,3
144660,0
144940,2
145240,1
145680,3
145880,0
146180,2
146500,1
146870,3
147040,0
147340,2
147660,1
147940,3
148260,2
148540,1
148860,0
149140,0
149460,1
149690,2
150040,3
150360,3
150630,2
150990,1
151260,0
151880,0
152140,3
152410,1
152760,2
152960,0
153240,3
153910,0
154210,1
154490,2
154790,3
155090,3
155390,2
155680,1
155990,0
156240,0
156580,1
156810,2
157180,3
157580,0
157730,3
158080,1
158380,2
158760,0
158890,3
159810,3
160080,2
160390,1
160720,0
161010,0
161290,1
161590,2
161930,3
162210,0
162480,2
162790,1
163130,3
163790,3
164030,1
164340,2
164740,0
165190,3
165490,1
166160,2
166480,0
166760,3
167030,1
167330,2
167680,0
167990,3
168290,1
168610,2
168950,0
169250,3
169860,3
170180,2
170430,1
170910,1
171340,0
171640,3
172030,1
172460,2
172840,0
173260,3
173740,1
174040,2
174390,0
174680,3
174930,1
175310,2
175730,0
175860,3
176210,1
176530,2
176970,0
177420,3
177710,1
177990,2
178340,0
178930,3
179210,2
179490,1
179790,0
180090,3
180410,1
180730,2
181080,0
181380,3
181780,3
181980,2
182180,1
182660,0
183040,3
183210,0
183490,2
183810,1
184430,3
184710,0
185010,2
185310,1
185640,3
185930,0
186230,2
186560,1
186860,3
187130,0
187430,0
187990,2
188310,1
188660,3
189280,3
189790,2
190010,1
190390,0
190740,3
191050,1
191330,2
191650,0
191920,3
192240,1
192640,3
193060,2
193360,1
193760,0
194260,0
194540,3
194830,1
195140,2
195560,0
195960,3
196260,1
196610,2
196910,0
197230,3
197510,1
198110,3
198660,3
199200,2
199500,1
199800,0
200100,3
200370,1
200640,2
200970,0
201540,3
201840,2
202110,1
202420,3
202740,0
203010,2
203270,1
203590,3
203840,0
204440,2
204730,1
205040,3
205360,0
205590,2
205960,1
206180,3
206260,3
208890,0
209180,1
209460,2
209790,3
210130,0
210390,2
210680,1
211030,3
211360,0
211630,2
211930,1
212260,3
212780,0
212910,2
213210,1
213530,3
213910,0
214040,2
214390,1
214710,3
215010,0
215260,2
215660,3
215930,2
216230,1
216540,0
216810,3
217120,2
217810,1
218090,0
218380,2
218890,1
219230,3
219540,0
219930,2
220410,1
220960,3
221290,0
221580,2
221930,1
222260,3
222560,0
222830,2
223140,1
223440,1
223760,3
224090,0
224390,2
224790,1
224990,3
225330,0
225630,2
