5740,0
5940,1
6140,2
6690,0
7330,2
7630,1
7990,3
8380,0
8530,2
8710,1
8890,3
9510,0
9630,2
9810,1
10250,3
11250,3
11430,2
11600,1
11800,0
12320,3
12530,2
12680,1
13060,0
13380,3
13760,1
14080,2
14280,0
14390,3
14640,1
15130,2
15260,0
15340,3
15740,1
16680,3
16700,0
17230,2
17560,1
17930,3
18300,0
18690,2
19040,1
19390,3
19740,0
20040,2
20180,1
20510,3
20880,0
21210,2
21530,1
21900,3
22270,0
22620,2
22820,1
23290,3
23660,2
24040,1
24410,0
24760,3
24800,0
24960,2
24980,1
25560,3
25930,0
26330,2
26700,1
27090,3
27470,0
27630,2
28010,1
28340,3
28930,3
29240,0
30360,2
30610,1
30890,3
31160,0
31290,2
31440,1
31930,3
32230,0
32540,2
32900,1
33280,3
33600,0
34030,2
34320,1
35070,0
35410,1
35760,2
36130,3
36440,0
36590,2
37260,1
37650,3
38030,0
38400,2
38760,1
39150,3
39500,0
39890,2
40220,1
40590,3
40780,0
40980,2
41590,1
42040,3
42360,0
42980,2
43110,1
43860,3
44230,2
44530,1
44880,0
45200,3
45760,1
46110,2
46260,0
46430,3
46720,1
47490,2
47790,0
48130,3
48710,1
48890,2
49330,0
49680,3
50010,2
50360,1
50730,0
51110,3
51140,0
51590,1
51590,2
51990,0
52130,3
52350,1
52550,2
53180,0
53230,3
53500,1
53820,2
54210,0
54560,3
54880,1
55030,2
55260,0
55990,3
56130,1
56230,2
56750,0
57840,3
58060,2
58210,1
58410,0
58940,0
59240,2
59610,1
59980,3
60340,0
60680,2
60810,1
60940,3
61130,0
61830,2
61930,1
62080,3
62250,0
62530,2
63270,0
63270,3
63840,2
64210,1
64589,3
64980,0
65330,2
65630,1
65880,3
66010,0
66160,2
66380,1
66860,3
67180,0
67480,2
67870,1
68220,3
68570,0
68910,2
69240,1
70010,3
70360,2
70710,1
71080,0
71430,3
71630,1
72220,2
72620,0
72960,3
73360,1
73780,2
74090,0
74280,3
74690,1
74810,2
75060,0
75630,3
75960,2
76340,1
76710,0
77040,0
77280,1
77560,2
77730,0
77880,3
78060,1
78920,2
79250,3
79610,1
79980,0
80290,2
80640,1
81740,0
82110,1
82510,2
82860,3
83130,0
84740,0
84880,3
85080,1
85240,2
85590,0
85910,3
86230,1
86530,2
86840,0
87330,3
87730,0
88040,2
88390,1
88780,3
89080,0
90530,0
90900,1
91250,2
91640,3
91790,0
91930,2
92560,1
92560,2
93090,3
93440,0
94570,2
94720,1
94930,3
95060,0
95540,2
95680,1
96480,3
96810,2
97190,1
97510,0
97890,1
97890,2
98390,0
98390,3
98810,2
98980,1
99150,3
99350,0
100140,2
100680,1
101030,3
101410,0
101740,2
102080,1
102790,3
102940,0
103060,2
103410,1
104510,0
104730,1
104880,2
105080,3
105760,0
105860,2
106020,1
106430,3
106790,0
107180,2
107530,1
107680,3
107840,0
108610,1
108610,2
109390,3
110080,0
110080,2
110690,1
111110,3
111500,0
111820,2
112190,1
112580,0
112580,3
112910,2
113260,1
113540,3
113690,0
114030,2
114430,1
114790,3
115130,0
115450,2
115600,1
115840,3
116940,3
117280,2
117660,1
117980,0
118130,3
118410,1
118410,2
119150,3
119170,0
119590,2
119790,1
119980,3
120360,0
120910,2
121130,1
121280,3
121640,2
121660,1
121990,3
122560,0
122860,1
122880,2
123280,3
123630,0
124280,2
124290,0
124610,1
124630,3
124910,2
124930,0
125560,1
125910,3
125990,1
126260,3
126290,1
126600,2
126950,0
127320,1
127320,3
127840,2
127860,0
129110,3
129490,2
129840,1
130210,0
130340,3
130940,1
131380,2
131710,0
132050,3
132420,1
132770,2
132980,0
133360,3
133540,1
133690,2
134280,0
134630,1
134630,3
135320,2
135520,0
135660,3
135810,1
136080,2
137510,3
137850,2
138230,1
138590,0
138910,3
139410,1
139830,3
139960,0
140140,2
140400,1
141140,3
141350,2
141460,1
141880,0
142390,0
143410,3
143740,2
144060,1
144430,0
144790,3
144830,0
145290,2
145310,1
145740,3
145880,0
146030,2
146310,1
146860,3
146980,0
147080,2
147640,1
147940,2
148330,3
148640,0
148780,2
148940,1
149790,3
149980,2
150090,1
150490,0
151560,0
151800,1
151970,2
152120,0
152640,3
152790,1
153390,2
153780,0
154090,3
154440,1
154580,2
154760,0
155630,3
155800,2
155980,1
156280,0
157040,0
157040,2
157710,3
158090,2
158340,1
158780,0
