4550,0
5010,1
5750,2
6110,3
6910,0
7330,1
8149,3
9260,3
9650,2
10410,1
10850,0
11590,0
11980,1
12830,3
13910,3
14300,2
15030,1
15450,0
16250,0
16650,1
17410,3
18130,3
18460,2
18680,0
19330,3
19680,0
19810,2
20680,1
20980,3
21400,0
21550,2
22010,1
22950,3
23250,2
23680,0
24010,1
24300,3
24480,0
24800,1
25710,2
26260,3
26830,0
27400,1
27980,2
28510,3
29160,3
29740,0
30310,1
30630,2
31430,0
31760,3
32599,1
32980,3
33750,0
34860,3
35310,2
35510,0
35680,3
36010,1
37330,2
37500,0
37760,3
38080,1
38510,2
38900,0
39240,3
39630,1
39850,2
40130,0
40730,3
41100,2
41310,0
41950,3
42370,2
42780,1
43410,3
43710,0
44560,1
44800,3
44980,0
45250,2
46480,1
46650,3
46860,0
47260,2
47810,1
48950,3
49100,0
49380,2
49550,1
49850,3
50130,0
50530,2
50950,1
51180,3
51400,0
51750,2
52560,3
53030,2
53350,0
53680,3
53980,1
54380,0
54680,2
54860,1
56050,3
56460,0
56750,2
57210,1
57410,3
57780,0
58350,2
58780,3
59500,1
59930,0
60680,2
61050,3
61890,0
62980,0
63360,1
64150,2
64580,3
65300,3
65660,0
66430,1
67130,2
67700,0
68080,3
68300,1
68740,2
69440,0
69860,3
70030,1
70460,2
70930,0
71180,3
71610,1
72080,1
72730,3
73010,0
73360,2
73550,1
73850,3
74150,0
74780,2
75350,3
75880,0
76480,1
77030,2
77680,0
78280,3
78710,2
79030,0
79360,3
79730,1
80280,2
80560,0
80910,3
81410,1
81650,2
82080,0
82560,3
82850,1
83250,3
83650,0
83950,2
84350,0
84760,3
85060,1
85620,2
86070,0
86330,3
86760,1
87210,2
87540,3
87960,0
88390,2
88690,1
89090,3
89550,0
89880,2
90280,1
90710,3
91010,0
91400,2
91750,1
92160,3
92630,0
93050,2
93330,1
93770,3
93990,0
94560,2
95130,0
95440,3
95710,1
96180,2
96610,0
96890,3
97280,1
97730,2
98050,0
98430,3
98900,1
99210,2
99630,0
100080,3
100450,3
100900,0
101410,2
101930,1
102410,3
102730,0
103150,2
103530,1
103880,3
104480,0
105150,3
105610,0
106330,2
106850,1
107380,3
107760,0
108510,2
108950,1
109750,3
110120,0
110930,2
112090,0
112480,1
113210,2
113630,3
114390,2
114780,3
115630,0
116330,2
116750,1
117170,3
117610,0
117890,2
118330,1
118830,3
119130,0
119840,3
120180,0
120600,2
121100,1
121400,3
121830,3
122330,0
122600,2
123000,1
123500,3
123780,0
124650,0
124940,2
125220,1
125560,3
126130,0
126630,2
127240,1
127830,3
128330,0
128850,2
129009,1
129509,3
130429,0
130729,2
131160,1
131750,3
131930,0
132240,2
132530,1
133190,3
133740,2
134280,1
134910,0
135440,3
136030,2
136610,1
137190,0
137760,3
138110,2
138910,1
139280,0
140010,0
140410,1
141300,2
142430,3
142990,2
143340,0
143580,3
143980,1
144480,2
144810,0
145230,3
145610,1
145930,2
146330,0
146760,3
147060,1
147510,2
147910,0
148210,3
148590,1
149030,2
149380,0
149790,3
150240,1
150880,2
151190,0
151760,3
152180,1
152600,2
152930,0
153330,3
153790,1
154140,2
154510,0
154940,3
155260,1
155690,3
156180,3
156460,0
156840,2
157310,1
157640,3
158090,0
158510,2
158840,1
159240,3
159680,0
160040,0
160480,2
160880,1
161160,3
161540,0
161980,2
162280,1
162960,3
163510,2
165210,1
165530,0
165830,3
166250,2
166730,1
166980,3
167360,0
167850,2
168100,1
168510,3
169030,0
169290,2
169690,1
170180,3
170480,0
170890,1
171330,2
171640,0
172010,3
172580,1
172860,2
173260,0
173690,3
173980,1
174580,2
174890,0
175180,3
175610,1
176060,2
176330,0
176730,3
177190,1
177500,2
177910,2
178400,3
178730,0
179080,3
179560,3
179810,0
180250,1
180660,2
180980,0
181410,3
181890,3
182130,1
182530,2
183040,0
183360,0
183740,3
184210,1
184510,2
184890,0
185360,3
185660,1
186060,2
186540,0
186860,3
187280,1
187760,0
187990,3
188380,1
188830,2
189160,3
189560,0
190140,2
190390,1
190790,3
191530,0
191910,2
192440,1
192730,3
193880,3
194310,2
195040,1
195390,0
196130,0
196530,1
197130,2
197390,3
198040,1
198530,3
198940,0
199430,2
199690,1
200140,3
200640,3
200930,2
201290,1
201790,0
202030,3
202690,2
203210,1
203630,3
203930,0
204190,2
204410,1
205360,3
205540,0
205890,2
206080,1
206480,3
206700,0
207470,3
207790,2
208230,1
208580,0
208810,3
208980,1
209110,2
209410,0
209690,3
210230,2
210810,3
211510,1
211640,2
211990,0
212340,3
212660,1
213040,2
213580,3
213880,0
214280,2
214540,1
214810,3
215090,0
