6180,0
7400,1
7830,2
8060,3
8380,0
8760,1
9680,2
10230,3
11180,0
11350,1
11550,2
11680,3
12350,0
12500,1
12680,2
12880,3
13220,0
13650,1
14060,2
14300,3
14530,0
15160,1
15330,2
15410,3
15780,0
16080,1
16630,3
17300,2
17550,1
18650,3
18880,2
19150,0
20000,1
20210,2
20550,3
20880,0
21280,1
21630,3
22000,2
22280,1
23430,0
23730,1
24070,2
24390,3
24730,0
24930,3
25610,1
25950,2
26310,3
26730,0
27150,2
27450,1
27660,3
27980,0
28960,2
29310,3
30380,0
30610,1
30960,3
31010,2
31730,2
31880,1
32200,3
32560,0
32950,2
33280,1
33680,3
35130,3
35450,2
35780,1
36110,0
36500,3
37330,0
37680,1
38010,2
38380,3
38760,0
39110,1
39430,2
39860,3
40210,0
40580,1
40910,2
41280,3
41760,0
42080,1
42400,2
42780,3
43170,0
43860,3
44210,2
44530,1
44910,0
45280,3
45800,2
46400,1
46930,0
47480,3
47800,1
48200,2
49680,3
50010,2
50330,1
50700,0
51080,3
51560,1
52130,3
52280,2
52630,0
53400,3
53880,2
54110,1
54480,0
54900,3
55080,1
55330,2
56060,0
56630,3
57730,1
57950,2
58130,3
58360,0
58950,2
59100,1
59510,3
59900,0
60300,2
60630,1
60860,3
61010,0
61710,2
61860,1
61980,3
62150,0
63200,1
63200,2
